profile name,subscription type,monthly revenue,join date,last payment date,country_x,age,gender,device,plan duration,start time,duration,attributes,title,supplemental video type,device type_x,bookmark,latest bookmark,country_y,esn,device type_y,acct first playback date,acct last playback date,acct first playback date for user generated plays,acct last playback date for user generated plays,profile first playback date,profile last playback date,profile first playback date for user generated plays,profile last playback date for user generated plays,deactivation time,listed_in,days since last payment,churn,primary_genre
787,Basic,12,03-10-22,2023-06-29 00:00:00.000000,Spain,49,Female,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,559,1,
588,Standard,11,07-08-22,2023-06-27 00:00:00.000000,Mexico,31,Male,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,561,1,
2149,Premium,14,30-07-22,2023-09-07 00:00:00.000000,Spain,42,Male,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,489,1,
393,Standard,10,03-06-22,2023-06-26 00:00:00.000000,United Kingdom,40,Male,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,562,1,
1492,Basic,15,09-09-22,2023-05-07 00:00:00.000000,Spain,48,Female,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,612,1,
329,Premium,11,22-07-22,2023-06-25 00:00:00.000000,Spain,35,Female,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,563,1,
1926,Premium,11,06-07-22,2023-10-07 00:00:00.000000,Spain,28,Female,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,459,1,
2258,Basic,13,14-10-22,2023-11-07 00:00:00.000000,United States,45,Female,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,428,1,
81,Premium,10,11-01-23,2023-06-24 00:00:00.000000,United States,37,Male,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,564,1,
2179,Standard,10,10-11-22,2023-10-07 00:00:00.000000,Spain,40,Male,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,459,1,
2000,Basic,12,09-07-22,2023-09-07 00:00:00.000000,Italy,31,Male,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,489,1,
1960,Premium,13,23-10-22,2023-08-07 00:00:00.000000,United States,41,Female,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,520,1,
598,Standard,12,05-07-22,2023-06-29 00:00:00.000000,United Kingdom,29,Female,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,559,1,
2203,Standard,14,26-07-22,2023-10-07 00:00:00.000000,United Kingdom,44,Male,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,459,1,
2392,Basic,14,11-11-22,2023-12-07 00:00:00.000000,Spain,46,Male,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,398,1,
1792,Basic,15,02-07-22,2023-09-07 00:00:00.000000,Spain,45,Female,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,489,1,
1814,Basic,10,07-10-22,2023-10-07 00:00:00.000000,Australia,33,Male,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,459,1,
1105,Basic,15,21-08-22,2023-01-07 00:00:00.000000,United States,39,Male,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,732,1,
531,Premium,14,15-06-22,2023-06-27 00:00:00.000000,Spain,30,Female,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,561,1,
2103,Standard,14,01-11-22,2023-07-07 00:00:00.000000,Mexico,32,Female,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,551,1,
1803,Standard,10,18-08-22,2023-07-07 00:00:00.000000,Mexico,48,Male,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,551,1,
946,Premium,14,28-06-22,2023-01-07 00:00:00.000000,France,43,Female,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,732,1,
649,Premium,14,20-08-22,2023-06-29 00:00:00.000000,Spain,38,Female,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,559,1,
1781,Premium,15,22-07-22,2023-06-07 00:00:00.000000,United States,35,Female,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,581,1,
760,Premium,13,04-09-22,2023-01-07 00:00:00.000000,United States,40,Female,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,732,1,
1906,Premium,11,28-10-22,2023-09-07 00:00:00.000000,France,28,Male,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,489,1,
2232,Basic,13,04-10-22,2023-10-07 00:00:00.000000,Canada,40,Female,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,459,1,
2082,Basic,12,23-08-22,2023-12-07 00:00:00.000000,Canada,29,Male,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,398,1,
567,Basic,14,08-11-22,2023-06-29 00:00:00.000000,Canada,36,Male,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,559,1,
902,Premium,12,10-09-22,2023-02-07 00:00:00.000000,Brazil,28,Male,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,701,1,
668,Standard,13,03-07-22,2023-06-30 00:00:00.000000,United States,49,Male,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,558,1,
1194,Premium,15,19-10-22,2023-04-07 00:00:00.000000,Canada,40,Male,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,642,1,
1598,Standard,11,08-09-22,2023-07-07 00:00:00.000000,United States,48,Male,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,551,1,
2183,Basic,10,09-11-22,2023-10-07 00:00:00.000000,United States,49,Female,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,459,1,
323,Standard,14,31-05-22,2023-06-26 00:00:00.000000,United Kingdom,40,Male,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,562,1,
670,Basic,10,08-06-22,2023-06-29 00:00:00.000000,United States,38,Male,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,559,1,
1199,Premium,11,02-11-22,2023-04-07 00:00:00.000000,Australia,48,Female,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,642,1,
298,Standard,14,03-11-22,2023-06-27 00:00:00.000000,Mexico,41,Male,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,561,1,
1008,Standard,10,15-07-22,2023-02-07 00:00:00.000000,Mexico,34,Female,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,701,1,
859,Standard,12,04-09-22,2023-06-30 00:00:00.000000,Spain,51,Female,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,558,1,
527,Premium,10,10-07-22,2023-06-28 00:00:00.000000,Brazil,48,Female,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,560,1,
1349,Premium,14,03-09-22,2023-03-07 00:00:00.000000,Australia,28,Male,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,673,1,
2497,Basic,15,04-08-22,2023-07-14 00:00:00.000000,Spain,33,Female,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,544,1,
453,Standard,11,30-05-22,2023-06-28 00:00:00.000000,United Kingdom,45,Female,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,560,1,
1262,Basic,12,16-10-22,2023-03-07 00:00:00.000000,Brazil,46,Male,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,673,1,
1548,Standard,13,04-11-22,2023-06-07 00:00:00.000000,Mexico,39,Male,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,581,1,
731,Premium,13,19-06-22,2023-06-29 00:00:00.000000,United States,30,Male,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,559,1,
910,Premium,10,08-10-22,2023-03-07 00:00:00.000000,United States,40,Female,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,673,1,
2208,Standard,13,13-07-22,2023-12-07 00:00:00.000000,Mexico,44,Male,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,398,1,
1167,Basic,12,03-07-22,2023-02-07 00:00:00.000000,Canada,45,Male,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,701,1,
86,Basic,11,04-03-22,2023-06-25 00:00:00.000000,France,29,Female,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,563,1,
1752,Basic,10,25-10-22,2023-09-07 00:00:00.000000,Canada,36,Male,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,489,1,
320,Basic,15,02-08-22,2023-06-27 00:00:00.000000,Italy,30,Female,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,561,1,
60,Basic,10,14-06-23,2023-06-22 00:00:00.000000,Italy,42,Male,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,566,1,
245,Basic,13,20-04-22,2023-06-26 00:00:00.000000,Germany,47,Male,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,562,1,
2239,Standard,12,22-10-22,2023-08-07 00:00:00.000000,Spain,40,Male,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,520,1,
805,Basic,15,27-06-22,2023-06-28 00:00:00.000000,United States,39,Female,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,560,1,
404,Premium,13,01-08-22,2023-06-28 00:00:00.000000,Australia,28,Male,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,560,1,
1694,Standard,11,27-10-22,2023-07-07 00:00:00.000000,Australia,49,Male,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,551,1,
736,Premium,11,30-06-22,2023-06-30 00:00:00.000000,France,49,Male,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,558,1,
1733,Basic,15,16-08-22,2023-06-07 00:00:00.000000,United States,27,Female,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,581,1,
2254,Standard,11,04-11-22,2023-11-07 00:00:00.000000,Spain,40,Male,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,428,1,
1640,Basic,13,19-07-22,2023-06-07 00:00:00.000000,Italy,42,Male,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,581,1,
1381,Premium,12,04-08-22,2023-04-07 00:00:00.000000,France,48,Female,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,642,1,
1243,Standard,14,14-08-22,2023-02-07 00:00:00.000000,United Kingdom,43,Female,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,701,1,
1652,Premium,11,29-06-22,2023-08-07 00:00:00.000000,Brazil,38,Male,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,520,1,
536,Basic,10,14-06-22,2023-06-29 00:00:00.000000,United States,28,Male,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,559,1,
1952,Premium,14,27-09-22,2023-08-07 00:00:00.000000,Brazil,31,Male,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,520,1,
1614,Premium,13,27-10-22,2023-07-07 00:00:00.000000,Canada,46,Female,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,551,1,
733,Standard,10,18-06-22,2023-06-29 00:00:00.000000,United Kingdom,51,Female,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,559,1,
2445,Basic,14,16-10-22,2023-10-07 00:00:00.000000,Germany,31,Female,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,459,1,
2467,Basic,15,26-10-22,2023-11-07 00:00:00.000000,Spain,40,Female,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,428,1,
1408,Standard,14,03-11-22,2023-04-07 00:00:00.000000,United Kingdom,40,Female,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,642,1,
1216,Premium,15,28-07-22,2023-04-07 00:00:00.000000,France,28,Female,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,642,1,
497,Basic,11,09-11-22,2023-06-29 00:00:00.000000,Brazil,44,Male,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,559,1,
1885,Premium,14,10-10-22,2023-07-07 00:00:00.000000,United States,32,Female,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,551,1,
547,Basic,10,05-09-22,2023-06-27 00:00:00.000000,Spain,39,Male,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,561,1,
236,Basic,11,08-05-22,2023-06-26 00:00:00.000000,France,39,Female,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,562,1,
1786,Premium,15,14-07-22,2023-09-07 00:00:00.000000,France,43,Female,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,489,1,
761,Basic,11,31-08-22,2023-06-29 00:00:00.000000,United States,48,Female,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,559,1,
1857,Basic,13,06-07-22,2023-07-07 00:00:00.000000,Canada,44,Female,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,551,1,
718,Standard,14,30-09-22,2023-06-30 00:00:00.000000,United Kingdom,27,Male,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,558,1,
1218,Standard,13,11-07-22,2023-03-07 00:00:00.000000,Mexico,40,Male,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,673,1,
1782,Basic,13,19-07-22,2023-10-07 00:00:00.000000,Canada,51,Male,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,459,1,
876,Premium,11,27-06-22,2023-06-30 00:00:00.000000,Spain,44,Male,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,558,1,
1569,Premium,10,17-07-22,2023-06-07 00:00:00.000000,Canada,43,Male,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,581,1,
167,Basic,13,07-04-22,2023-06-24 00:00:00.000000,Brazil,29,Male,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,564,1,
1689,Premium,13,05-11-22,2023-07-07 00:00:00.000000,Canada,38,Male,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,551,1,
3,Standard,12,28-02-23,2023-06-27 00:00:00.000000,United Kingdom,42,Male,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,561,1,
1525,Basic,14,24-08-22,2023-04-07 00:00:00.000000,United States,50,Female,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,642,1,
2343,Standard,10,30-07-22,2023-11-07 00:00:00.000000,Mexico,34,Female,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,428,1,
2039,Basic,11,08-11-22,2023-09-07 00:00:00.000000,Australia,43,Male,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,489,1,
416,Premium,10,02-09-22,2023-06-26 00:00:00.000000,France,28,Male,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,562,1,
2217,Basic,11,24-07-22,2023-09-07 00:00:00.000000,Canada,39,Female,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,489,1,
1914,Premium,11,14-09-22,2023-08-07 00:00:00.000000,Canada,46,Female,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,520,1,
602,Premium,14,05-06-22,2023-06-29 00:00:00.000000,Brazil,30,Male,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,559,1,
328,Standard,12,26-07-22,2023-06-27 00:00:00.000000,Mexico,45,Female,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,561,1,
467,Basic,10,22-06-22,2023-06-26 00:00:00.000000,Brazil,47,Female,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,562,1,
915,Standard,15,20-10-22,2023-06-29 00:00:00.000000,Germany,41,Male,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,559,1,
1250,Basic,10,08-09-22,2023-04-07 00:00:00.000000,Italy,44,Female,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,642,1,
550,Basic,11,06-09-22,2023-06-27 00:00:00.000000,United States,29,Female,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,561,1,
335,Basic,10,11-08-22,2023-06-25 00:00:00.000000,Germany,47,Female,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,563,1,
225,Basic,14,11-10-22,2023-06-27 00:00:00.000000,Germany,48,Female,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,561,1,
1165,Basic,15,27-06-22,2023-03-07 00:00:00.000000,United States,51,Male,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,673,1,
304,Standard,12,11-06-22,2023-06-29 00:00:00.000000,Australia,33,Female,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,559,1,
1156,Premium,14,26-06-22,2023-02-07 00:00:00.000000,France,51,Female,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,701,1,
557,Basic,15,05-10-22,2023-06-29 00:00:00.000000,Brazil,37,Male,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,559,1,
739,Standard,13,21-06-22,2023-06-28 00:00:00.000000,Spain,27,Male,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,560,1,
1006,Premium,10,31-07-22,2023-03-07 00:00:00.000000,France,51,Female,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,673,1,
1586,Basic,12,11-07-22,2023-07-07 00:00:00.000000,United States,34,Female,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,551,1,
2105,Basic,11,04-11-22,2023-10-07 00:00:00.000000,Italy,36,Female,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,459,1,
606,Premium,14,13-06-22,2023-06-29 00:00:00.000000,Spain,50,Male,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,559,1,
845,Basic,12,19-10-22,2023-06-29 00:00:00.000000,Italy,49,Male,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,559,1,
520,Basic,13,03-08-22,2023-06-28 00:00:00.000000,United States,32,Male,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,560,1,
337,Basic,13,11-10-22,2023-06-27 00:00:00.000000,Brazil,36,Male,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,561,1,
1827,Basic,13,04-11-22,2023-06-07 00:00:00.000000,Canada,44,Female,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,581,1,
2292,Basic,12,20-08-22,2023-07-14 00:00:00.000000,Canada,41,Female,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,544,1,
1808,Basic,12,15-09-22,2023-08-07 00:00:00.000000,United States,43,Male,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,520,1,
310,Premium,15,14-06-22,2023-06-26 00:00:00.000000,Italy,49,Female,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,562,1,
517,Basic,12,06-08-22,2023-06-28 00:00:00.000000,Spain,34,Female,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,560,1,
1726,Basic,14,20-07-22,2023-09-07 00:00:00.000000,France,48,Female,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,489,1,
1632,Basic,14,03-09-22,2023-06-07 00:00:00.000000,Canada,27,Female,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,581,1,
885,Basic,11,18-06-22,2023-02-07 00:00:00.000000,Germany,34,Male,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,701,1,
380,Basic,15,05-08-22,2023-06-27 00:00:00.000000,Italy,27,Female,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,561,1,
1151,Premium,12,30-06-22,2023-01-07 00:00:00.000000,United States,43,Male,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,732,1,
473,Standard,10,27-07-22,2023-06-28 00:00:00.000000,United Kingdom,46,Female,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,560,1,
1962,Premium,12,26-10-22,2023-09-07 00:00:00.000000,Canada,28,Female,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,489,1,
535,Premium,15,07-06-22,2023-06-29 00:00:00.000000,United States,42,Female,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,559,1,
2349,Standard,11,14-07-22,2023-11-07 00:00:00.000000,Canada,47,Female,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,428,1,
666,Premium,15,26-06-22,2023-06-29 00:00:00.000000,Spain,34,Female,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,559,1,
931,Premium,13,13-08-22,2023-02-07 00:00:00.000000,France,33,Male,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,701,1,
947,Basic,10,29-06-22,2023-02-07 00:00:00.000000,Brazil,50,Female,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,701,1,
1688,Standard,14,04-11-22,2023-06-07 00:00:00.000000,United States,41,Female,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,581,1,
512,Basic,15,13-07-22,2023-06-28 00:00:00.000000,Brazil,32,Male,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,560,1,
2028,Standard,11,19-10-22,2023-10-07 00:00:00.000000,Mexico,41,Female,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,459,1,
861,Premium,14,14-08-22,2023-01-07 00:00:00.000000,Spain,50,Female,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,732,1,
26,Premium,15,12-01-22,2024-12-31 11:51:31.378260,France,29,Male,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,8,0,
30,Basic,10,17-05-23,2024-12-31 11:51:31.378260,Italy,42,Male,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,8,0,
44,Standard,12,26-04-22,2024-12-31 11:51:31.378260,Australia,29,Male,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,8,0,
45,Basic,10,28-01-23,2024-12-31 11:51:31.378260,Germany,43,Female,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,8,0,
49,Premium,15,10-11-22,2024-12-31 11:51:31.378260,Spain,28,Female,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,8,0,
50,Basic,10,02-06-23,2024-12-31 11:51:31.378260,Italy,45,Male,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,8,0,
52,Basic,10,29-08-22,2024-12-31 11:51:31.378260,Canada,37,Male,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,8,0,
57,Basic,10,01-10-22,2024-12-31 11:51:31.378260,Brazil,46,Female,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,8,0,
68,Standard,12,09-11-21,2024-12-31 11:51:31.378260,Mexico,33,Male,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,8,0,
70,Basic,10,08-05-23,2024-12-31 11:51:31.378260,Italy,41,Male,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,8,0,
71,Basic,10,26-01-22,2024-12-31 11:51:31.378260,United States,27,Male,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,8,0,
74,Premium,13,14-12-22,2024-12-31 11:51:31.378260,Australia,41,Female,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,8,0,
77,Premium,15,25-12-22,2024-12-31 11:51:31.378260,Brazil,45,Female,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,8,0,
85,Premium,10,06-04-23,2024-12-31 11:51:31.378260,Germany,37,Female,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,8,0,
94,Premium,12,19-03-22,2024-12-31 11:51:31.378260,Australia,44,Male,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,8,0,
97,Basic,10,05-03-22,2024-12-31 11:51:31.378260,Brazil,29,Female,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,8,0,
101,Premium,11,17-10-22,2024-12-31 11:51:31.378260,United States,46,Female,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,8,0,
112,Basic,10,01-06-22,2024-12-31 11:51:31.378260,Canada,33,Female,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,8,0,
125,Basic,12,21-08-22,2024-12-31 11:51:31.378260,Germany,42,Male,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,8,0,
135,Basic,13,18-07-22,2024-12-31 11:51:31.378260,Germany,47,Female,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,8,0,
136,Premium,12,13-09-22,2024-12-31 11:51:31.378260,France,41,Female,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,8,0,
142,Basic,14,10-06-22,2024-12-31 11:51:31.378260,Canada,28,Male,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,8,0,
150,Basic,10,15-12-22,2024-12-31 11:51:31.378260,Italy,47,Female,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,8,0,
158,Basic,13,19-10-22,2024-12-31 11:51:31.378260,Mexico,47,Female,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,8,0,
164,Basic,11,11-03-22,2024-12-31 11:51:31.378260,Australia,42,Female,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,8,0,
169,Premium,12,20-01-23,2024-12-31 11:51:31.378260,Spain,49,Male,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,8,0,
171,Premium,11,29-04-22,2024-12-31 11:51:31.378260,United States,35,Female,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,8,0,
174,Standard,14,23-04-22,2024-12-31 11:51:31.378260,Australia,39,Female,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,8,0,
179,Premium,10,03-12-22,2024-12-31 11:51:31.378260,Spain,30,Female,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,8,0,
180,Basic,14,26-09-22,2024-12-31 11:51:31.378260,Italy,36,Male,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,8,0,
189,Premium,13,02-09-22,2024-12-31 11:51:31.378260,Spain,47,Male,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,8,0,
195,Basic,11,26-08-22,2024-12-31 11:51:31.378260,Germany,50,Female,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,8,0,
197,Basic,14,27-09-22,2024-12-31 11:51:31.378260,Brazil,45,Male,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,8,0,
200,Basic,11,13-10-22,2024-12-31 11:51:31.378260,Italy,45,Female,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,8,0,
209,Premium,11,10-12-22,2024-12-31 11:51:31.378260,Spain,41,Male,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,8,0,
211,Premium,15,15-11-22,2024-12-31 11:51:31.378260,United States,40,Male,Tablet,1.0,,,,,,,,,,,,,,,,,,,,,,8,0,
212,Basic,11,28-10-22,2024-12-31 11:51:31.378260,Canada,36,Male,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,8,0,
213,Standard,12,08-09-22,2024-12-31 11:51:31.378260,United Kingdom,49,Female,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,8,0,
219,Premium,12,16-11-22,2024-12-31 11:51:31.378260,Spain,46,Female,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,8,0,
221,Basic,12,26-11-22,2024-12-31 11:51:31.378260,United States,47,Male,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,8,0,
230,Basic,12,30-10-22,2024-12-31 11:51:31.378260,Italy,51,Male,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,8,0,
232,Standard,11,30-08-22,2024-12-31 11:51:31.378260,Canada,28,Male,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,8,0,
234,Standard,14,26-05-22,2024-12-31 11:51:31.378260,Australia,44,Female,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,8,0,
238,Standard,15,17-07-22,2024-12-31 11:51:31.378260,Mexico,48,Male,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,8,0,
240,Standard,13,27-06-22,2024-12-31 11:51:31.378260,Italy,38,Male,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,8,0,
241,Premium,13,31-05-22,2024-12-31 11:51:31.378260,United States,47,Male,Laptop,1.0,,,,,,,,,,,,,,,,,,,,,,8,0,
247,Basic,12,07-07-22,2024-12-31 11:51:31.378260,Brazil,27,Male,Smart TV,1.0,,,,,,,,,,,,,,,,,,,,,,8,0,
248,Standard,13,15-09-22,2024-12-31 11:51:31.378260,Mexico,34,Male,Smartphone,1.0,,,,,,,,,,,,,,,,,,,,,,8,0,
